full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,insurance_value,transmission_type_value,fuel_type_value,body_type_value,owner_type_Value
i Wagon R LXI BS IV,200000.0,2012,998,Third Party,Manual,150000,Third Owner,Petrol,67.1,5.0,18.9,Hatchback,Agra,2,1,1,1,3
i Wagon R LXI Optional,400000.0,2017,998,Third Party,Manual,30000,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Agra,2,1,1,1,1
i Ritz VDi,125000.0,2010,1248,Third Party,Manual,100000,Second Owner,Diesel,73.9,5.0,21.1,Hatchback,Agra,2,1,2,1,2
ai i20 1.2 Asta,500000.0,2018,1197,Third Party,Manual,50000,First Owner,Petrol,81.83,5.0,18.6,Hatchback,Agra,2,1,1,1,1
Tiago 1.05 Revotorq XT,380000.0,2017,1047,Third Party,Manual,70000,First Owner,Diesel,69.0,5.0,27.28,Hatchback,Agra,2,1,2,1,1
olet Beat Diesel,150000.0,2011,936,Third Party,Manual,80000,First Owner,Diesel,57.6,5.0,25.44,Hatchback,Agra,2,1,2,1,1
ai Grand i10 1.2 CRDi Magna,509999.99999999994,2017,1186,Third Party,Manual,60000,First Owner,Diesel,73.97,5.0,24.0,Hatchback,Agra,2,1,2,1,1
dra Scorpio VLX SE BSIV,300000.0,2011,2179,Third Party,Manual,150000,Second Owner,Diesel,120.0,8.0,15.4,SUV,Agra,2,1,2,3,2
i Wagon R VXI BS IV,250000.0,2015,998,Third Party,Manual,50000,Third Owner,Petrol,67.04,5.0,20.51,Hatchback,Agra,2,1,1,1,3
i Swift Dzire VDI,400000.0,2015,1248,Third Party,Manual,120000,Third Owner,Diesel,74.0,5.0,26.59,Sedan,Agra,2,1,2,2,3
ai Verna 1.6 SX,370000.0,2012,1582,Third Party,Manual,90000,Second Owner,Diesel,126.32,5.0,22.32,Sedan,Agra,2,1,2,2,2
Q3 30 TFSI Premium FWD,2480000.0,2018,1395,Comprehensive,Automatic,45000,Second Owner,Petrol,147.51,5.0,16.9,SUV,Gurgaon,5,2,1,3,2
 Series GT 630i Luxury Line 2018-2021,4690000.0,2018,1998,Third Party,Automatic,38000,First Owner,Petrol,254.7,4.0,14.28,Sedan,Gurgaon,2,2,1,2,1
A6 35 TFSI Matrix,2190000.0,2016,1798,Comprehensive,Automatic,49000,Second Owner,Petrol,187.74,5.0,15.26,Sedan,Gurgaon,5,2,1,2,2
A4 35 TDI Premium Plus,2290000.0,2018,1968,Zero Dep,Automatic,46000,Second Owner,Diesel,187.74,5.0,18.25,Sedan,Gurgaon,6,2,2,2,2
Q3 35 TDI Quattro Premium Plus,1390000.0,2014,1968,Comprehensive,Automatic,29000,First Owner,Diesel,174.33,5.0,15.73,SUV,Gurgaon,5,2,2,3,1
A4 30 TFSI Technology,2790000.0,2018,1395,Comprehensive,Automatic,27000,First Owner,Petrol,147.51,5.0,17.84,Sedan,Gurgaon,5,2,1,2,1
des-Benz E-Class E250 CDI,1190000.0,2014,2143,Comprehensive,Automatic,120000,Second Owner,Diesel,204.0,5.0,13.0,Sedan,Gurgaon,5,2,2,2,2
Q7 35 TDI Quattro Technology,3690000.0,2016,2967,Comprehensive,Automatic,70000,First Owner,Diesel,241.4,7.0,12.07,SUV,Gurgaon,5,2,2,3,1
des-Benz C-Class C 200 CGI Elegance,1190000.0,2013,1796,Comprehensive,Automatic,72100,First Owner,Petrol,186.0,5.0,11.74,Sedan,Gurgaon,5,2,1,2,1
A3 35 TFSI Premium Plus,2490000.0,2018,1395,Comprehensive,Automatic,46300,First Owner,Petrol,150.0,5.0,19.2,Sedan,Gurgaon,5,2,1,2,1
Q3 35 TDI Quattro Premium Plus,2089999.9999999998,2018,1968,Comprehensive,Automatic,38000,Second Owner,Diesel,181.0,5.0,15.17,SUV,Gurgaon,5,2,2,3,2
A3 35 TFSI Premium Plus,2680000.0,2019,1395,Comprehensive,Automatic,26300,First Owner,Petrol,150.0,5.0,19.2,Sedan,Gurgaon,5,2,1,2,1
RS5 Sportback BSVI,9490000.0,2021,2894,Third Party,Automatic,5600,First Owner,Petrol,443.87,4.0,8.8,Coupe,Gurgaon,2,2,1,8,1
RS5 Sportback BSVI,9490000.0,2021,2894,Comprehensive,Automatic,7000,First Owner,Petrol,443.87,4.0,8.8,Coupe,Gurgaon,5,2,1,8,1
Q5 40 TDI Premium Plus,3779999.9999999995,2019,1968,Third Party,Automatic,48500,First Owner,Diesel,188.0,5.0,17.01,SUV,Gurgaon,2,2,2,3,1
A6 35 TDI,2980000.0,2018,1968,Zero Dep,Automatic,38000,First Owner,Diesel,187.74,5.0,18.53,Sedan,Gurgaon,6,2,2,2,1
A4 1.8 TFSI Premium Plus,1490000.0,2013,1798,Comprehensive,Automatic,43800,First Owner,Petrol,167.62,5.0,15.64,Sedan,Gurgaon,5,2,1,2,1
A6 45 TFSI Technology WO Matrix BSVI,6490000.000000001,2022,1984,Zero Dep,Automatic,2300,First Owner,Petrol,241.3,5.0,14.11,Sedan,Gurgaon,6,2,1,2,1
A6 45 TFSI Technology WO Matrix BSVI,5190000.0,2021,1984,Zero Dep,Automatic,24800,First Owner,Petrol,241.3,5.0,14.11,Sedan,Gurgaon,6,2,1,2,1
A6 45 TFSI Technology WO Matrix BSVI,4790000.0,2020,1984,Zero Dep,Automatic,36700,First Owner,Petrol,241.3,5.0,14.11,Sedan,Gurgaon,6,2,1,2,1
A6 35 TFSI,2089999.9999999998,2015,1798,Comprehensive,Automatic,79000,Second Owner,Petrol,187.74,5.0,15.26,Sedan,Gurgaon,5,2,1,2,2
A3 35 TDI Premium Plus,1989999.9999999998,2017,1968,Zero Dep,Automatic,55400,First Owner,Diesel,143.0,5.0,20.38,Sedan,Gurgaon,6,2,2,2,1
A3 35 TFSI Premium Plus,2780000.0,2019,1395,Zero Dep,Automatic,23700,First Owner,Petrol,150.0,5.0,19.2,Sedan,Gurgaon,6,2,1,2,1
A3 35 TFSI Premium Plus,2690000.0,2019,1395,Zero Dep,Automatic,15600,First Owner,Petrol,150.0,5.0,19.2,Sedan,Gurgaon,6,2,1,2,1
A4 35 QL TFSI Premium Plus,3290000.0,2020,1395,Zero Dep,Automatic,29900,First Owner,Petrol,147.51,5.0,17.84,Sedan,Gurgaon,6,2,1,2,1
A3 35 TDI Technology,2290000.0,2018,1968,Zero Dep,Automatic,43500,First Owner,Diesel,143.0,5.0,20.38,Sedan,Gurgaon,6,2,2,2,1
A3 35 TFSI Technology,2690000.0,2019,1395,Zero Dep,Automatic,44000,First Owner,Petrol,150.0,5.0,19.2,Sedan,Gurgaon,6,2,1,2,1
A6 35 TDI,1889999.9999999998,2015,1968,Comprehensive,Automatic,85000,First Owner,Diesel,187.74,5.0,18.53,Sedan,Gurgaon,5,2,2,2,1
ai i20 1.4 Sportz,550000.0,2017,1396,Third Party,Manual,100000,First Owner,Diesel,88.73,5.0,22.54,Hatchback,Agra,2,1,2,1,1
i Swift AMT ZXI Plus,785000.0,2020,1197,Third Party,Automatic,30000,First Owner,Petrol,81.8,5.0,21.21,Hatchback,Lucknow,2,2,1,1,1
i Swift Dzire VXI,408000.0,2015,1197,Comprehensive,Manual,76469,First Owner,Petrol,88.5,5.0,22.41,Sedan,Lucknow,5,1,1,2,1
 Amaze SX i-VTEC,330000.0,2014,1198,Third Party,Manual,118976,First Owner,Petrol,86.7,5.0,18.0,Sedan,Lucknow,2,1,1,2,1
dra XUV500 W9,952000.0,2018,2179,Comprehensive,Manual,57689,Second Owner,Diesel,152.87,7.0,15.1,SUV,Lucknow,5,1,2,3,2
i Alto K10 VXI,357000.0,2019,998,Third Party,Manual,27817,Second Owner,Petrol,65.71,5.0,24.39,Hatchback,Lucknow,2,1,1,1,2
i Celerio ZXI AT,366000.0,2016,998,Third Party,Automatic,62001,Third Owner,Petrol,67.04,5.0,23.1,Hatchback,Lucknow,2,2,1,1,3
i Vitara Brezza VDi Option,628000.0,2018,1248,Third Party,Manual,73081,First Owner,Diesel,88.5,5.0,24.3,SUV,Lucknow,2,1,2,3,1
n Magnite Turbo XL BSVI,713000.0,2021,999,Zero Dep,Manual,26387,First Owner,Petrol,98.63,5.0,20.0,SUV,Lucknow,6,1,1,3,1
olet Beat Diesel LT,155000.0,2013,936,Third Party,Manual,80000,Second Owner,Diesel,57.6,5.0,25.44,Hatchback,Lucknow,2,1,2,1,2
i Swift Dzire VXi,190000.0,2008,1298,Third Party,Manual,70000,First Owner,Petrol,85.8,5.0,17.5,Sedan,Lucknow,2,1,1,2,1
olet Beat LT,60000.0,2011,1199,Third Party,Manual,50000,Second Owner,Petrol,79.4,5.0,18.6,Hatchback,Lucknow,2,1,1,1,2
i Ertiga SHVS VDI,640000.0,2016,1248,Third Party,Manual,100000,Second Owner,Diesel,88.5,7.0,24.52,MUV,Lucknow,2,1,2,4,2
ai i10 Magna,250000.0,2012,1197,Third Party,Manual,70000,Second Owner,Petrol,78.9,5.0,20.36,Hatchback,Lucknow,2,1,1,1,2
i Swift Dzire VXI,390000.0,2015,1197,Third Party,Manual,120000,Third Owner,Petrol,83.14,5.0,20.85,Sedan,Lucknow,2,1,1,2,3
ai i20 Sportz 1.4 CRDi,550000.0,2015,1396,Third Party,Manual,90000,Second Owner,Diesel,88.73,5.0,22.54,Hatchback,Lucknow,2,1,2,1,2
Tigor XZ Plus CNG BSVI,728000.0,2022,1199,Zero Dep,Manual,49551,First Owner,CNG,72.4,5.0,26.49,Sedan,Lucknow,6,1,3,2,1
i Baleno 1.2 Sigma,432000.0,2016,1197,Third Party,Manual,91117,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Lucknow,2,1,1,1,1
i Baleno 1.2 Delta,505999.99999999994,2017,1197,Third Party,Manual,69056,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Lucknow,2,1,1,1,1
i Baleno Delta,634000.0,2019,1197,Third Party,Manual,37503,First Owner,Petrol,81.8,5.0,21.01,Hatchback,Lucknow,2,1,1,1,1
i Wagon R VXI BS IV,336000.0,2016,998,Comprehensive,Manual,47202,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Lucknow,5,1,1,1,1
 WR-V i-VTEC S,542000.0,2017,1199,Third Party,Manual,37746,First Owner,Petrol,88.7,5.0,17.5,SUV,Lucknow,2,1,1,3,1
Ecosport 1.5 Diesel Trend Plus BSIV,654000.0,2018,1498,Third Party,Manual,57535,Second Owner,Diesel,98.96,5.0,23.0,SUV,Lucknow,2,1,2,3,2
ai i20 1.2 Spotz,556000.0,2018,1197,Third Party,Manual,47909,First Owner,Petrol,81.83,5.0,18.6,Hatchback,Lucknow,2,1,1,1,1
i Alto 800 CNG LXI,200000.0,2014,796,Third Party,Manual,50000,First Owner,CNG,47.3,5.0,30.46,Hatchback,Lucknow,2,1,3,1,1
lt Kiger RXT AMT,585000.0,2022,999,Third Party,Automatic,10000,First Owner,Petrol,71.01,5.0,19.03,SUV,Lucknow,2,2,1,3,1
i Swift Dzire VDI,380000.0,2014,1248,Third Party,Manual,90000,Second Owner,Diesel,74.0,5.0,23.4,Sedan,Lucknow,2,1,2,2,2
Ecosport 1.5 TDCi Trend BSIV,600000.0,2016,1498,Third Party,Manual,70000,First Owner,Diesel,98.59,5.0,22.77,SUV,Lucknow,2,1,2,3,1
des-Benz CLA 200 CDI Sport,1600000.0,2015,2143,Third Party,Automatic,120000,First Owner,Diesel,136.0,5.0,17.9,Sedan,Lucknow,2,2,2,2,1
i Wagon R VXI,480000.0,2020,998,Third Party,Manual,50000,First Owner,Petrol,67.05,5.0,21.79,Hatchback,Lucknow,2,1,1,1,1
i Swift VDI BSIV,350000.0,2015,1248,Zero Dep,Manual,69981,First Owner,Diesel,74.0,5.0,25.2,Hatchback,Lucknow,6,1,2,1,1
i Baleno 1.2 Delta,541000.0,2018,1197,Zero Dep,Manual,18185,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Lucknow,6,1,1,1,1
i Swift Dzire ZXI 1.2,641000.0,2018,1197,Comprehensive,Manual,97254,Second Owner,Petrol,81.8,5.0,21.21,Sedan,Lucknow,5,1,1,2,2
i Wagon R VXI,508000.0,2019,998,Third Party,Manual,19910,First Owner,Petrol,67.05,5.0,21.79,Hatchback,Lucknow,2,1,1,1,1
 Amaze S Diesel,775000.0,2021,1498,Third Party,Manual,40680,First Owner,Diesel,97.89,5.0,24.7,Sedan,Lucknow,2,1,2,2,1
ai EON Era Plus,292000.0,2018,814,Third Party,Manual,66198,First Owner,Petrol,55.2,5.0,21.1,Hatchback,Lucknow,2,1,1,1,1
i Celerio X AMT VXI Option BSIV,480000.0,2018,998,Third Party,Automatic,97829,First Owner,Petrol,67.0,5.0,21.63,Hatchback,Lucknow,2,2,1,1,1
 Amaze VX i-DTEC,484999.99999999994,2015,1498,Third Party,Manual,80000,Second Owner,Diesel,98.6,5.0,25.8,Sedan,Lucknow,2,1,2,2,2
 City VTEC,110000.00000000001,2006,1497,Third Party,Manual,100000,Second Owner,Petrol,100.0,5.0,16.9,Sedan,Lucknow,2,1,1,2,2
ai i20 Sportz Plus,650000.0,2020,1197,Third Party,Manual,50000,First Owner,Petrol,81.86,5.0,18.6,Hatchback,Lucknow,2,1,1,1,1
 City i DTec V,675000.0,2017,1498,Third Party,Manual,90000,Second Owner,Diesel,98.6,5.0,26.0,Sedan,Lucknow,2,1,2,2,2
 Civic 1.8 S MT,254999.99999999997,2010,1799,Third Party,Manual,100000,Third Owner,Petrol,130.2,5.0,14.8,Sedan,Lucknow,2,1,1,2,3
 Amaze V Petrol BSIV,653000.0,2018,1199,Zero Dep,Manual,39240,First Owner,Petrol,88.76,5.0,19.5,Sedan,Lucknow,6,1,1,2,1
i Vitara Brezza LXI,785000.0,2021,1462,Zero Dep,Manual,4055,First Owner,Petrol,103.26,5.0,17.03,SUV,Lucknow,6,1,1,3,1
i Alto 800 LXI,291000.0,2018,796,Comprehensive,Manual,62433,First Owner,Petrol,47.3,5.0,24.7,Hatchback,Lucknow,5,1,1,1,1
i Swift VDI BSIV,428000.0,2017,1248,Third Party,Manual,46929,First Owner,Diesel,74.0,5.0,25.2,Hatchback,Lucknow,2,1,2,1,1
ai Creta 1.6 VTVT SX Plus,994000.0,2017,1591,Third Party,Manual,47000,First Owner,Petrol,121.3,5.0,13.0,SUV,Lucknow,2,1,1,3,1
ai EON Era Plus,224000.00000000003,2014,814,Third Party,Manual,52703,First Owner,Petrol,55.2,5.0,21.1,Hatchback,Lucknow,2,1,1,1,1
i Swift VDI,312000.0,2013,1248,Third Party,Manual,117206,First Owner,Diesel,74.0,5.0,22.9,Hatchback,Lucknow,2,1,2,1,1
 Rapid 1.5 TDI AT Style BSIV,814000.0,2017,1498,Third Party,Automatic,30296,First Owner,Diesel,108.6,5.0,21.72,Sedan,Lucknow,2,2,2,2,1
ai EON Era Plus Option,297000.0,2018,814,Third Party,Manual,15614,First Owner,Petrol,55.2,5.0,21.1,Hatchback,Lucknow,2,1,1,1,1
i Alto 800 CNG LXI,270000.0,2017,796,Third Party,Manual,100000,First Owner,CNG,40.3,5.0,33.44,Hatchback,Lucknow,2,1,3,1,1
ai Creta 1.6 EX Diesel,1130000.0,2020,1582,Third Party,Manual,40000,First Owner,Diesel,126.2,5.0,20.5,SUV,Lucknow,2,1,2,3,1
Nano LX,70000.0,2013,624,Third Party,Manual,60000,Second Owner,Petrol,37.48,4.0,25.4,Hatchback,Lucknow,2,1,1,1,2
 Rapid 1.6 TDI Active,250000.0,2012,1598,Third Party,Manual,110000,Second Owner,Diesel,103.5,5.0,20.5,Sedan,Lucknow,2,1,2,2,2
olet Tavera B2-7 seats BSII,125000.0,2006,2499,Third Party,Manual,120000,Second Owner,Diesel,80.0,7.0,14.8,unknown_type,Lucknow,2,1,2,6,2
i Alto K10 LXI,280000.0,2018,998,Third Party,Manual,50000,Second Owner,Petrol,67.05,5.0,23.95,Hatchback,Lucknow,2,1,1,1,2
i Swift VDI,315000.0,2013,1248,Third Party,Manual,74208,First Owner,Diesel,74.0,5.0,22.9,Hatchback,Lucknow,2,1,2,1,1
dra XUV500 W11 Option AT AWD,1273000.0,2018,2179,Third Party,Automatic,85663,First Owner,Diesel,155.0,7.0,15.1,SUV,Lucknow,2,2,2,3,1
i Ignis 1.2 AMT Zeta BSIV,508000.0,2017,1197,Comprehensive,Automatic,29406,First Owner,Petrol,81.8,5.0,20.89,Hatchback,Lucknow,5,2,1,1,1
i Celerio ZXI AMT,382000.0,2016,998,Third Party,Automatic,72029,Second Owner,Petrol,65.71,5.0,26.0,Hatchback,Lucknow,2,2,1,1,2
i Vitara Brezza ZDi,708000.0,2017,1248,Zero Dep,Manual,89341,First Owner,Diesel,88.5,5.0,24.3,SUV,Lucknow,6,1,2,3,1
ai Aura SX Plus AMT,782000.0,2020,1197,Zero Dep,Automatic,25799,First Owner,Petrol,81.86,5.0,20.1,Sedan,Lucknow,6,2,1,2,1
ai i20 Active 1.2 SX,595000.0,2018,1197,Third Party,Manual,47641,Third Owner,Petrol,81.86,5.0,17.19,Hatchback,Lucknow,2,1,1,1,3
i Swift VXI,520000.0,2020,1197,Third Party,Manual,40584,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Lucknow,2,1,1,1,1
i Alto K10 VXI,307000.0,2018,998,Third Party,Manual,39259,First Owner,Petrol,65.71,5.0,24.39,Hatchback,Lucknow,2,1,1,1,1
a Innova 2.5 G (Diesel) 8 Seater BS IV,423000.00000000006,2012,2494,Third Party,Manual,120000,Fourth Owner,Diesel,100.0,8.0,12.99,MUV,Lucknow,2,1,2,4,4
a Innova 2.5 G (Diesel) 8 Seater BS IV,455000.0,2012,2494,Third Party,Manual,120000,Fourth Owner,Diesel,100.0,8.0,12.99,MUV,Lucknow,2,1,2,4,4
ai Creta 1.6 SX Diesel,1050000.0,2018,1582,Third Party,Manual,100000,First Owner,Diesel,126.2,5.0,20.5,SUV,Lucknow,2,1,2,3,1
tor Sharp EX BSVI,1400000.0,2022,1498,Third Party,Manual,30000,First Owner,Petrol,108.49,5.0,15.43,SUV,Lucknow,2,1,1,3,1
ai Verna 1.4 CRDi,590000.0,2017,1396,Third Party,Manual,80000,Second Owner,Diesel,88.7,5.0,24.8,Sedan,Lucknow,2,1,2,2,2
i Swift Dzire ZDI,380000.0,2013,1248,Third Party,Manual,80000,Second Owner,Diesel,74.0,5.0,23.4,Sedan,Lucknow,2,1,2,2,2
i Swift Dzire VDI,389000.0,2014,1248,Comprehensive,Manual,97697,First Owner,Diesel,74.0,5.0,23.4,Sedan,Lucknow,5,1,2,2,1
i Swift Dzire LXI,355000.0,2014,1197,Comprehensive,Manual,60708,First Owner,Petrol,88.5,5.0,22.41,Sedan,Lucknow,5,1,1,2,1
i Ignis 1.2 Alpha BSIV,504000.0,2019,1197,Third Party,Manual,72225,First Owner,Petrol,81.8,5.0,20.89,Hatchback,Lucknow,2,1,1,1,1
lt Duster 110PS Diesel RxZ,532000.0,2018,1461,Third Party,Manual,94226,Second Owner,Diesel,108.45,5.0,19.6,SUV,Lucknow,2,1,2,3,2
i Baleno Zeta,705000.0,2021,1197,Third Party,Manual,22808,First Owner,Petrol,81.8,5.0,21.01,Hatchback,Lucknow,2,1,1,1,1
i S-Presso VXI 2019-2022,341000.0,2020,998,Third Party,Manual,76980,First Owner,Petrol,65.71,5.0,21.7,Hatchback,Lucknow,2,1,1,1,1
Punto 1.2 Active,140000.0,2012,1172,Third Party,Manual,50000,First Owner,Petrol,67.0,5.0,15.7,Hatchback,Lucknow,2,1,1,1,1
dra XUV500 W4,490000.00000000006,2014,2179,Third Party,Manual,100000,Third Owner,Diesel,140.0,7.0,15.1,SUV,Lucknow,2,1,2,3,3
dra TUV 300 T4,525000.0,2016,1493,Third Party,Manual,100000,First Owner,Diesel,100.0,7.0,18.49,SUV,Lucknow,2,1,2,3,1
1 sDrive20d Expedition,1900000.0,2017,1995,Third Party,Automatic,100000,First Owner,Diesel,188.0,5.0,20.68,SUV,Lucknow,2,2,2,3,1
i Swift ZXI Plus,573000.0,2019,1197,Third Party,Manual,65698,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Lucknow,2,1,1,1,1
n Terrano XL,357000.0,2014,1598,Third Party,Manual,82101,Second Owner,Petrol,102.5,5.0,13.24,SUV,Lucknow,2,1,1,3,2
a Etios Liva GD,455999.99999999994,2016,1364,Third Party,Manual,59819,Second Owner,Diesel,67.04,5.0,23.59,Hatchback,Lucknow,2,1,2,1,2
i Alto K10 VXI,237000.0,2016,998,Zero Dep,Manual,115250,First Owner,Petrol,65.71,5.0,24.39,Hatchback,Lucknow,6,1,1,1,1
ai Creta 1.6 VTVT SX Plus,766000.0,2015,1591,Comprehensive,Manual,29033,First Owner,Petrol,121.3,5.0,13.0,SUV,Lucknow,5,1,1,3,1
ai i20 Active 1.2 S,479000.0,2015,1197,Third Party,Manual,57294,Second Owner,Petrol,81.86,5.0,17.19,Hatchback,Lucknow,2,1,1,1,2
i Alto 800 VXI,270000.0,2018,796,Third Party,Manual,32464,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Lucknow,2,1,1,1,1
Nexon 1.2 Revotron XMA,691000.0,2018,1198,Third Party,Automatic,12762,First Owner,Petrol,108.5,5.0,17.0,SUV,Lucknow,2,2,1,3,1
dra KUV 100 NXT D75 K6 Plus,473000.00000000006,2017,1198,Third Party,Manual,51719,First Owner,Diesel,77.0,6.0,25.32,Hatchback,Lucknow,2,1,2,1,1
i Zen Estilo VXI BSIV,114999.99999999999,2011,998,Third Party,Manual,110000,First Owner,Petrol,67.1,5.0,19.0,Hatchback,Lucknow,2,1,1,1,1
Safari Storme EX,700000.0,2017,2179,Third Party,Manual,70000,Second Owner,Diesel,147.94,7.0,14.1,SUV,Lucknow,2,1,2,3,2
i Swift AMT ZDI,700000.0,2018,1248,Third Party,Automatic,60000,First Owner,Diesel,74.0,5.0,28.4,Hatchback,Lucknow,2,2,2,1,1
 Slavia 1.0 TSI Style BSVI,1473000.0,2022,999,Third Party,Manual,10000,First Owner,Petrol,113.98,5.0,19.47,Sedan,Lucknow,2,1,1,2,1
i Swift VDI BSIV,400000.0,2014,1248,Third Party,Manual,80000,Third Owner,Diesel,74.0,5.0,25.2,Hatchback,Lucknow,2,1,2,1,3
Safari Storme VX Varicor 400,751000.0,2016,2179,Third Party,Manual,80000,Second Owner,Diesel,153.86,7.0,14.1,SUV,Lucknow,2,1,2,3,2
ai i20 1.4 Asta Option,570000.0,2018,1396,Zero Dep,Manual,66141,Second Owner,Diesel,88.73,5.0,22.54,Hatchback,Lucknow,6,1,2,1,2
Tiago 1.2 Revotron XZA,438999.99999999994,2018,1199,Third Party,Automatic,8769,Second Owner,Petrol,83.83,5.0,23.84,Hatchback,Lucknow,2,2,1,1,2
i Vitara Brezza VDi Option,739000.0,2018,1248,Comprehensive,Manual,30806,First Owner,Diesel,88.5,5.0,24.3,SUV,Lucknow,5,1,2,3,1
i Alto 800 LXI,332000.0,2019,796,Third Party,Manual,33245,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Lucknow,2,1,1,1,1
ai Xcent 1.2 VTVT SX Option,593000.0,2018,1197,Third Party,Manual,42665,First Owner,Petrol,81.86,5.0,20.14,Sedan,Lucknow,2,1,1,2,1
 Amaze S i-DTEC,535000.0,2018,1498,Zero Dep,Manual,114431,First Owner,Diesel,98.6,5.0,25.8,Sedan,Lucknow,6,1,2,2,1
i Baleno 1.2 Delta,546000.0,2019,1197,Third Party,Manual,38658,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Lucknow,2,1,1,1,1
ai Grand i10 1.2 Kappa Sportz BSIV,504000.0,2019,1197,Third Party,Manual,23724,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Lucknow,2,1,1,1,1
lt KWID RXL,300000.0,2021,799,Third Party,Manual,60000,Third Owner,Petrol,53.26,5.0,22.25,Hatchback,Lucknow,2,1,1,1,3
i Wagon R VXI CNG BSVI,650000.0,2022,998,Third Party,Manual,70000,First Owner,CNG,55.92,5.0,34.05,Hatchback,Lucknow,2,1,3,1,1
ai Verna 1.6 SX VTVT,300000.0,2012,1591,Third Party,Manual,110000,Second Owner,Petrol,121.3,5.0,17.01,Sedan,Lucknow,2,1,1,2,2
Nexon 1.2 Revotron XM,545000.0,2017,1198,Third Party,Manual,20000,First Owner,Petrol,108.5,5.0,17.0,SUV,Lucknow,2,1,1,3,1
ai Verna SX Diesel,1200000.0,2022,1493,Third Party,Manual,40000,First Owner,Diesel,113.45,5.0,25.0,Sedan,Lucknow,2,1,2,2,1
lt KWID 1.0 RXT Optional AT 2016-2019,315000.0,2017,999,Comprehensive,Automatic,34061,First Owner,Petrol,67.0,5.0,23.01,Hatchback,Lucknow,5,2,1,1,1
ai Grand i10 1.2 Kappa Asta,470000.0,2018,1197,Third Party,Manual,51140,Second Owner,Petrol,81.86,5.0,18.9,Hatchback,Lucknow,2,1,1,1,2
ai i10 Magna 1.1L,249000.00000000003,2014,1086,Third Party,Manual,55076,First Owner,Petrol,68.05,5.0,19.81,Hatchback,Lucknow,2,1,1,1,1
ai Grand i10 CRDi Sportz,315000.0,2015,1120,Third Party,Manual,113593,Second Owner,Diesel,70.0,5.0,24.0,Hatchback,Lucknow,2,1,2,1,2
i Baleno 1.2 Delta,469000.00000000006,2016,1197,Zero Dep,Manual,54091,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Lucknow,6,1,1,1,1
 City 1.5 V AT Sunroof,494000.00000000006,2012,1497,Third Party,Automatic,56446,Second Owner,Petrol,116.3,5.0,16.8,Sedan,Lucknow,2,2,1,2,2
ai Santro Sportz CNG BSIV,476000.0,2018,1086,Comprehensive,Manual,41609,First Owner,CNG,58.0,5.0,40.64,Hatchback,Lucknow,5,1,3,1,1
i Baleno Delta,630000.0,2021,1197,Third Party,Manual,5806,First Owner,Petrol,81.8,5.0,21.01,Hatchback,Lucknow,2,1,1,1,1
 Amaze S Petrol BSIV,545000.0,2019,1199,Comprehensive,Manual,53873,First Owner,Petrol,88.76,5.0,19.5,Sedan,Lucknow,5,1,1,2,1
Ecosport 1.5 DV5 MT Titanium,300000.0,2013,1498,Third Party,Manual,90000,First Owner,Diesel,89.84,5.0,22.7,SUV,Lucknow,2,1,2,3,1
a Fortuner 2.8 2WD AT,3150000.0,2020,2755,Third Party,Automatic,60000,First Owner,Diesel,174.5,7.0,12.9,SUV,Lucknow,2,2,2,3,1
ai Verna 1.6 SX VTVT,415000.00000000006,2012,1591,Third Party,Manual,60000,First Owner,Petrol,121.3,5.0,17.01,Sedan,Lucknow,2,1,1,2,1
 City V MT,890000.0,2021,1498,Third Party,Manual,60000,First Owner,Petrol,119.35,5.0,18.6,Sedan,Lucknow,2,1,1,2,1
i Ritz ZDi,240000.0,2013,1248,Third Party,Manual,100000,Third Owner,Diesel,73.94,5.0,23.2,Hatchback,Lucknow,2,1,2,1,3
n Terrano XV 110 PS,459999.99999999994,2015,1461,Third Party,Manual,100000,First Owner,Diesel,108.5,5.0,19.01,SUV,Lucknow,2,1,2,3,1
i Baleno 1.2 Alpha,500000.0,2018,1197,Third Party,Manual,50000,Second Owner,Petrol,83.1,5.0,21.4,Hatchback,Lucknow,2,1,1,1,2
i Wagon R LXI CNG Optional,450000.0,2019,998,Third Party,Manual,80000,First Owner,CNG,58.16,5.0,26.6,Hatchback,Lucknow,2,1,3,1,1
i Baleno 1.2 Alpha,633000.0,2019,1197,Third Party,Manual,15415,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Lucknow,2,1,1,1,1
i Swift Dzire AMT VDI,604000.0,2018,1248,Comprehensive,Automatic,55145,First Owner,Diesel,74.02,5.0,28.4,Sedan,Lucknow,5,2,2,2,1
